BBL,Borough,Block,Lot,Name of Plan,Date Adopted,Status,Expiration,Last Updated,Disposition,Source,Justification for Inclusion,Second Evaluation Needed
2031310004,2,3131,4,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310005,2,3131,5,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310006,2,3131,6,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310007,2,3131,7,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310008,2,3131,8,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310009,2,3131,9,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310010,2,3131,10,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310011,2,3131,11,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310012,2,3131,12,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310013,2,3131,13,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310014,2,3131,14,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310015,2,3131,15,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310016,2,3131,16,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310017,2,3131,17,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310018,2,3131,18,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310019,2,3131,19,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310020,2,3131,20,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310035,2,3131,35,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031310036,2,3131,36,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310037,2,3131,37,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310038,2,3131,38,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310039,2,3131,39,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310040,2,3131,40,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310041,2,3131,41,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310042,2,3131,42,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310043,2,3131,43,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310044,2,3131,44,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310045,2,3131,45,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310046,2,3131,46,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310047,2,3131,47,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310048,2,3131,48,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031310049,2,3131,49,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320001,2,3132,1,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320007,2,3132,7,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320012,2,3132,12,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320013,2,3132,13,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320014,2,3132,14,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320015,2,3132,15,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320017,2,3132,17,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320019,2,3132,19,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320021,2,3132,21,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320023,2,3132,23,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320025,2,3132,25,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320027,2,3132,27,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320028,2,3132,28,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320029,2,3132,29,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320030,2,3132,30,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320034,2,3132,34,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031320120,2,3132,120,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320121,2,3132,121,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320122,2,3132,122,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320123,2,3132,123,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320124,2,3132,124,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320125,2,3132,125,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320128,2,3132,128,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320129,2,3132,129,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320130,2,3132,130,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031320131,2,3132,131,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,Manual,,
2031330001,2,3133,1,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031330004,2,3133,4,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031330006,2,3133,6,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031330007,2,3133,7,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031330008,2,3133,8,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031330009,2,3133,9,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
2031330010,2,3133,10,Bronx Park South,1965,Expired,2005,1989,Residential. Commercial retail and service establishments. Commercial uses permitted in the C-1 district. Public and semi-public uses shall include: community facilities as defined in the Zoning Resolution. A public park with appropriate facilities. Parcel 7 may include space for accessory institutional uses.,HPD Data Collection,,
